OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,avg_value,ratio,band,cart_conversion,used_coupon,price_tier,order_month,is_weekend
ORD200052,2024-09-08,C30513,Tablet,1,586.44,232 Main St,Online,Returned,TRK64320429,5,SAVE10,Facebook,586.44,245.60028420071396,0.00170520428347316,Low,0.2,1,Luxury,9,1
ORD200053,2024-05-18,C67551,Phone,4,488.78,512 Main St,Online,Returned,TRK94992552,5,FREESHIP,Google,1955.12,511.0221972734835,0.008183640901837227,High,0.8,1,Premium,5,1
ORD200054,2025-03-27,C48120,Chair,1,280.25,623 Main St,Online,Pending,TRK11014449,5,WINTER15,Email,280.25,118.02142804044009,0.003568242640499554,Low,0.2,1,Mid,3,0
ORD200055,2025-06-24,C95984,Printer,3,344.4,565 Main St,Online,Cancelled,TRK67434829,3,FREESHIP,Facebook,1033.2,288.2514518002323,0.008710801393728224,Mid,1.0,1,Mid,6,0
ORD200056,2023-05-21,C54298,Tablet,3,479.21,566 Main St,Cash,Cancelled,TRK62902341,5,WINTER15,Referral,1437.63,401.0093767172361,0.006260303416038898,Mid,0.6,1,Premium,5,1
ORD200057,2023-01-22,C88036,Printer,5,314.27,842 Main St,Cash,Returned,TRK52470128,6,SAVE10,Instagram,1571.35,395.1318183144005,0.01590988640341108,Top,0.8333333333333334,1,Mid,1,1
ORD200058,2023-01-15,C60190,Phone,4,474.69,202 Main St,Gift Card,Cancelled,TRK70857868,6,SAVE10,Google,1898.76,496.5534877586776,0.008426552065558575,High,0.6666666666666666,1,Premium,1,1
ORD200059,2024-09-11,C97603,Chair,4,593.27,811 Main St,Online,Shipped,TRK47055028,5,FREESHIP,Facebook,2373.08,619.8657070487861,0.006742292716638293,High,0.8,1,Luxury,9,0
ORD200060,2024-08-21,C39256,Desk,1,417.1,634 Main St,Debit Card,Returned,TRK23412025,3,FREESHIP,Referral,417.1,174.6253995844322,0.002397506593143131,Low,0.3333333333333333,1,Premium,8,0
ORD200061,2024-03-24,C61618,Desk,4,122.2,104 Main St,Cash,Delivered,TRK43458485,7,FREESHIP,Facebook,488.8,129.58871161831829,0.03273322422258593,High,0.5714285714285714,1,Budget,3,1
ORD200062,2023-08-22,C36497,Desk,2,43.15,691 Main St,Debit Card,Pending,TRK12102911,3,WINTER15,Email,86.3,28.015794951651618,0.046349942062572425,Low,0.6666666666666666,1,Budget,8,0
ORD200063,2025-02-02,C96695,Chair,1,564.86,813 Main St,Debit Card,Shipped,TRK64283851,6,WINTER15,Referral,564.86,236.81696172502924,0.0017703501752646673,Low,0.16666666666666666,1,Luxury,2,1
ORD200064,2025-06-25,C49720,Printer,3,130.61,752 Main St,Debit Card,Cancelled,TRK55785217,4,FREESHIP,Facebook,391.83,110.30382819079705,0.022969144782175942,Mid,0.75,1,Budget,6,0
ORD200065,2023-12-30,C97735,Monitor,5,81.7,385 Main St,Credit Card,Delivered,TRK13743703,6,FREESHIP,Instagram,408.5,104.42204495165161,0.06119951040391677,Top,0.8333333333333334,1,Budget,12,1
ORD200066,2024-11-15,C18104,Chair,5,127.18,715 Main St,Cash,Cancelled,TRK15488568,9,SAVE10,Referral,635.9000000000001,161.89704495165162,0.03931435760339676,Top,0.5555555555555556,1,Budget,11,0
ORD200067,2024-12-09,C25587,Printer,4,12.1,440 Main St,Debit Card,Cancelled,TRK55105323,8,FREESHIP,Google,48.4,15.10954495165162,0.3305785123966942,High,0.5,1,Budget,12,0
ORD200068,2023-12-11,C41598,Chair,3,490.92,709 Main St,Credit Card,Pending,TRK81665940,5,FREESHIP,Email,1472.76,410.7676851625519,0.006110975311659741,Mid,0.6,1,Premium,12,0
ORD200069,2023-05-11,C43338,Monitor,3,478.65,552 Main St,Online,Shipped,TRK35241775,4,FREESHIP,Referral,1435.95,400.3343779379505,0.006267627702914448,Mid,0.75,1,Premium,5,0
ORD200070,2023-05-26,C25123,Desk,1,629.21,384 Main St,Gift Card,Pending,TRK27812282,2,FREESHIP,Instagram,629.21,262.796098215752,0.0015892945121660494,Low,0.5,1,Luxury,5,0
ORD200071,2025-06-10,C37454,Monitor,3,434.45,923 Main St,Credit Card,Pending,TRK28252730,4,FREESHIP,Referral,1303.35,363.5011508804235,0.0069052825411439755,Mid,0.75,1,Premium,6,0
ORD200072,2024-12-22,C19451,Tablet,4,589.44,942 Main St,Gift Card,Returned,TRK87787793,5,FREESHIP,Facebook,2357.76,615.8761310170106,0.006786102062975027,High,0.8,1,Luxury,12,1
ORD200073,2023-05-03,C17269,Monitor,4,433.45,129 Main St,Gift Card,Cancelled,TRK79608389,4,FREESHIP,Facebook,1733.8,453.1786213807821,0.009228284692582767,High,1.0,1,Premium,5,0
ORD200074,2023-06-24,C25382,Phone,5,90.87,622 Main St,Cash,Pending,TRK64691287,5,FREESHIP,Instagram,454.35,115.67621161831829,0.055023660173874764,Top,1.0,1,Budget,6,1
ORD200075,2023-09-26,C80651,Tablet,3,398.17,917 Main St,Debit Card,Delivered,TRK14846720,5,SAVE10,Email,1194.51,333.47625574503354,0.007534470201170354,Mid,0.6,1,Premium,9,0
ORD200076,2024-03-31,C58638,Laptop,4,382.88,239 Main St,Cash,Cancelled,TRK38224871,6,WINTER15,Email,1531.52,400.91840785624737,0.010447137484329294,High,0.6666666666666666,1,Premium,3,1
ORD200077,2024-05-24,C50121,Phone,1,583.18,348 Main St,Credit Card,Returned,TRK79810059,5,FREESHIP,Google,583.18,244.24195245607413,0.0017147364450084024,Low,0.2,1,Luxury,5,0
ORD200078,2024-08-06,C32029,Printer,4,175.36,146 Main St,Debit Card,Delivered,TRK68535532,4,FREESHIP,Instagram,701.44,184.33713503649633,0.02281021897810219,High,1.0,1,Budget,8,0
ORD200079,2025-03-10,C76700,Tablet,2,311.91,103 Main St,Online,Shipped,TRK13036341,2,FREESHIP,Facebook,623.82,195.778152017676,0.00641210605623417,Low,1.0,1,Mid,3,0
ORD200080,2023-06-27,C29041,Phone,3,589.56,591 Main St,Online,Returned,TRK28840655,6,FREESHIP,Facebook,1768.68,493.17584809010106,0.00508854060655404,Mid,0.5,1,Luxury,6,0
ORD200081,2023-06-08,C29314,Monitor,2,394.3,496 Main St,Cash,Shipped,TRK59876213,6,FREESHIP,Email,788.6,248.105012046665,0.00507227998985544,Low,0.3333333333333333,1,Premium,6,0
ORD200082,2024-01-05,C65799,Tablet,4,565.2,971 Main St,Debit Card,Shipped,TRK66906607,9,SAVE10,Google,2260.8,591.4595128568059,0.007077140835102618,High,0.4444444444444444,1,Luxury,1,0
ORD200083,2023-08-22,C15681,Laptop,4,540.41,989 Main St,Credit Card,Cancelled,TRK75112172,6,FREESHIP,Referral,2161.64,565.0116502979218,0.007401787531688903,High,0.6666666666666666,1,Luxury,8,0
ORD200084,2023-08-28,C64160,Monitor,2,165.49,967 Main St,Online,Shipped,TRK34121529,4,WINTER15,Instagram,330.98,104.683264220396,0.01208532237597438,Low,0.5,1,Budget,8,0
ORD200085,2024-09-09,C14553,Tablet,3,146.73,768 Main St,Cash,Delivered,TRK93538334,8,FREESHIP,Email,440.1899999999999,124.5700742861037,0.020445716622367615,Mid,0.375,1,Budget,9,0
ORD200086,2024-06-19,C88205,Printer,5,643.03,447 Main St,Online,Cancelled,TRK93504166,5,FREESHIP,Referral,3215.15,805.8721292811638,0.007775686981944855,Top,1.0,1,Luxury,6,0
ORD200087,2024-10-10,C91245,Tablet,3,225.11,915 Main St,Cash,Shipped,TRK46976391,4,SAVE10,Facebook,675.33,189.05222113633337,0.013326818000088845,Mid,0.75,1,Mid,10,0
ORD200088,2025-06-05,C75439,Desk,3,114.81,318 Main St,Gift Card,Cancelled,TRK19831653,7,FREESHIP,Google,344.43,97.76268835467293,0.026130128037627383,Mid,0.42857142857142855,1,Budget,6,0
ORD200089,2025-02-25,C17181,Printer,5,455.33,291 Main St,Credit Card,Cancelled,TRK78912978,8,FREESHIP,Google,2276.65,571.8726635077855,0.01098104671337272,Top,0.625,1,Premium,2,0
ORD200090,2023-09-18,C36540,Chair,4,182.08,611 Main St,Gift Card,Delivered,TRK35828122,4,SAVE10,Email,728.32,191.33699472759227,0.02196836555360281,High,1.0,1,Budget,9,0
ORD200091,2023-03-15,C98216,Laptop,5,492.75,196 Main St,Cash,Shipped,TRK40986666,6,WINTER15,Referral,2463.75,618.2308578555725,0.010147133434804667,Top,0.8333333333333334,1,Premium,3,0
ORD200092,2024-06-10,C29568,Printer,4,48.61,203 Main St,Online,Shipped,TRK46531075,7,FREESHIP,Facebook,194.44,52.932461618318285,0.0822875951450319,High,0.5714285714285714,1,Budget,6,0
ORD200093,2023-01-14,C97262,Desk,4,431.01,837 Main St,Credit Card,Returned,TRK65990229,7,FREESHIP,Referral,1724.04,451.26196342118897,0.009280527133941207,High,0.5714285714285714,1,Premium,1,1
ORD200094,2023-02-11,C79821,Chair,1,531.18,781 Main St,Gift Card,Returned,TRK12780193,6,WINTER15,Instagram,531.18,222.78364710016692,0.001882601001543733,Low,0.16666666666666666,1,Luxury,2,1
ORD200095,2023-03-24,C76761,Printer,4,117.51,839 Main St,Debit Card,Returned,TRK60179774,7,FREESHIP,Referral,470.04,124.70329495165161,0.034039656199472385,High,0.5714285714285714,1,Budget,3,0
ORD200096,2024-06-01,C93007,Phone,2,232.83,103 Main St,Gift Card,Delivered,TRK85696091,7,FREESHIP,Instagram,465.66,147.3951816597231,0.008589958338702058,Low,0.2857142857142857,1,Mid,6,1
ORD200097,2025-01-21,C15624,Tablet,5,619.52,922 Main St,Debit Card,Pending,TRK40621141,9,FREESHIP,Email,3097.6,777.318011794077,0.008070764462809918,Top,0.5555555555555556,1,Luxury,1,0
ORD200098,2023-01-14,C70921,Printer,2,228.54,533 Main St,Debit Card,Pending,TRK54983109,3,FREESHIP,Email,457.08,143.8806252005484,0.008751203290452437,Low,0.6666666666666666,1,Mid,1,1
ORD200099,2025-04-12,C30477,Printer,1,201.58,717 Main St,Debit Card,Cancelled,TRK51829648,2,WINTER15,Email,201.58,84.61749346826737,0.004960809604127393,Low,0.5,1,Mid,4,1
ORD200100,2023-02-17,C74866,Phone,3,664.79,743 Main St,Online,Delivered,TRK53783265,6,FREESHIP,Facebook,1994.37,555.8674187838766,0.004512703259675988,Mid,0.5,1,Luxury,2,0
ORD200101,2023-11-25,C15283,Printer,1,381.02,152 Main St,Cash,Shipped,TRK19286291,6,FREESHIP,Google,381.02,160.2171040890242,0.002624534145189229,Low,0.16666666666666666,1,Premium,11,1
ORD200102,2023-03-08,C18037,Laptop,2,70.34,944 Main St,Gift Card,Cancelled,TRK47362236,3,FREESHIP,Email,140.68,45.00890555397593,0.028433323855558714,Low,0.6666666666666666,1,Budget,3,0
ORD200103,2025-01-25,C62656,Phone,4,218.43,514 Main St,Credit Card,Cancelled,TRK86296459,9,SAVE10,Email,873.72,230.24263541714356,0.018312502861328572,High,0.4444444444444444,1,Mid,1,1
ORD200104,2024-07-30,C65744,Phone,1,582.04,647 Main St,Gift Card,Delivered,TRK39906058,1,FREESHIP,Email,582.04,242.93361968249602,0.0017180949762902894,Low,1.0,1,Luxury,7,0
ORD200105,2024-10-24,C72290,Printer,3,185.4,810 Main St,Gift Card,Cancelled,TRK68792129,7,FREESHIP,Facebook,556.2,156.58603020496224,0.016181229773462782,Mid,0.42857142857142855,1,Budget,10,0
ORD200106,2023-09-08,C73514,Desk,3,465.05,126 Main St,Credit Card,Cancelled,TRK96777924,3,SAVE10,Email,1395.15,388.792741819876,0.006450919255993979,Mid,1.0,1,Premium,9,0
ORD200107,2023-03-27,C16775,Printer,5,670.75,848 Main St,Gift Card,Shipped,TRK34392124,8,FREESHIP,Instagram,3330.4075,836.284054890359,0.007454342154304882,Top,0.625,1,Luxury,3,0
ORD200108,2024-12-28,C33099,Laptop,5,48.38,522 Main St,Gift Card,Delivered,TRK28522330,9,WINTER15,Email,241.9,63.39704495165162,0.10334849111202976,Top,0.5555555555555556,1,Budget,12,1
ORD200109,2023-09-17,C51157,Desk,3,592.87,131 Main St,Gift Card,Shipped,TRK18674578,3,FREESHIP,Referral,1778.61,495.30917668853766,0.005060131226069796,Mid,1.0,1,Luxury,9,1
ORD200110,2024-04-21,C74562,Tablet,1,220.77,388 Main St,Gift Card,Pending,TRK32062079,5,FREESHIP,Instagram,220.77,93.23825493349038,0.004529600942156996,Low,0.2,1,Mid,4,1
ORD200111,2025-05-07,C95271,Desk,3,309.22,620 Main St,Online,Cancelled,TRK74904969,7,FREESHIP,Google,927.6600000000001,259.768283638402,0.009701830412004397,Mid,0.42857142857142855,1,Mid,5,0
ORD200112,2023-01-01,C81366,Monitor,1,410.6,423 Main St,Online,Cancelled,TRK17062206,2,WINTER15,Referral,410.6,171.70873924338366,0.0024354603019970775,Low,0.5,1,Premium,1,1
ORD200113,2024-01-17,C65905,Laptop,5,190.08,605 Main St,Cash,Shipped,TRK73954365,9,FREESHIP,Instagram,950.4000000000001,240.5210507856341,0.026304713804713803,Top,0.5555555555555556,1,Mid,1,0
ORD200114,2025-01-27,C77272,Monitor,5,498.48,115 Main St,Online,Pending,TRK29708128,8,SAVE10,Google,2492.4,625.8100050821164,0.010030492697801315,Top,0.625,1,Premium,1,0
ORD200115,2023-11-27,C32580,Phone,5,374.99,122 Main St,Online,Shipped,TRK23670394,9,SAVE10,Facebook,1874.95,471.65638894814975,0.013333688898370622,Top,0.5555555555555556,1,Premium,11,0
ORD200116,2023-03-19,C47761,Printer,4,291.35,109 Main St,Credit Card,Cancelled,TRK66669207,6,WINTER15,Facebook,1165.4,305.5752048652823,0.013729191693839024,High,0.6666666666666666,1,Mid,3,1
ORD200117,2023-03-08,C49187,Tablet,1,535.5,593 Main St,Gift Card,Cancelled,TRK81888598,5,WINTER15,Referral,535.5,224.37531123560538,0.0018674136321195146,Low,0.2,1,Luxury,3,0
ORD200118,2023-10-09,C27898,Printer,5,502.71,807 Main St,Gift Card,Shipped,TRK61957665,7,FREESHIP,Google,2513.55,630.8891576820301,0.009946092180382329,Top,0.7142857142857143,1,Premium,10,0
ORD200119,2025-06-11,C14683,Desk,2,534.67,187 Main St,Debit Card,Shipped,TRK47373682,7,FREESHIP,Referral,1069.34,336.0443734375097,0.003740625058447267,Low,0.2857142857142857,1,Luxury,6,0
ORD200120,2023-04-11,C58108,Tablet,4,629.34,986 Main St,Cash,Cancelled,TRK66218053,4,WINTER15,Instagram,2517.36,657.2302259774791,0.006355864874312772,High,1.0,1,Luxury,4,0
ORD200121,2023-11-30,C89822,Desk,1,410.78,673 Main St,Cash,Cancelled,TRK24138598,1,FREESHIP,Instagram,410.78,171.5754057321843,0.0024343931057987244,Low,1.0,1,Premium,11,0
ORD200122,2024-04-15,C96787,Laptop,2,533.02,588 Main St,Gift Card,Shipped,TRK30422853,2,FREESHIP,Facebook,1066.04,333.97145870073666,0.003752204420096807,Low,1.0,1,Luxury,4,0
ORD200123,2023-07-06,C86064,Desk,3,278.04,727 Main St,Online,Delivered,TRK62182901,5,FREESHIP,Instagram,834.1200000000001,233.3684649690692,0.010789814415192058,Mid,0.6,1,Mid,7,0
ORD200124,2024-07-28,C97148,Printer,4,283.79,563 Main St,Online,Pending,TRK85321126,8,FREESHIP,Google,1135.16,298.11693248822485,0.014094929349166636,High,0.5,1,Mid,7,1
ORD200125,2024-11-06,C91099,Phone,2,512.65,758 Main St,Credit Card,Shipped,TRK81846174,5,SAVE10,Email,1025.3,321.86523354953016,0.0039012971813127866,Low,0.4,1,Premium,11,0
ORD200126,2025-05-03,C55606,Desk,4,275.5,353 Main St,Gift Card,Shipped,TRK68250319,8,FREESHIP,Google,1102.0,289.4815865093769,0.014519056261343012,High,0.5,1,Mid,5,1
ORD200127,2023-08-10,C71486,Desk,3,469.32,365 Main St,Debit Card,Shipped,TRK73929833,3,FREESHIP,Google,1407.96,392.3510653711753,0.0063922270519048835,Mid,1.0,1,Premium,8,0
ORD200128,2023-02-17,C86408,Tablet,4,21.07,244 Main St,Gift Card,Delivered,TRK41432648,4,FREESHIP,Google,84.28,23.619961618318285,0.18984337921214997,High,1.0,1,Budget,2,0
ORD200129,2023-10-27,C52751,Laptop,4,263.93,427 Main St,Debit Card,Shipped,TRK72481234,4,FREESHIP,Facebook,1055.72,276.59627592227736,0.015155533664229151,High,1.0,1,Mid,10,0
ORD200130,2025-01-22,C29059,Desk,3,501.3,513 Main St,Online,Cancelled,TRK88360704,3,WINTER15,Facebook,1503.9,419.0009974067425,0.005984440454817474,Mid,1.0,1,Premium,1,0
ORD200131,2023-01-08,C72862,Tablet,1,84.8,606 Main St,Gift Card,Pending,TRK51648833,5,FREESHIP,Instagram,84.8,36.58529874213836,0.01179245283018868,Low,0.2,1,Budget,1,1
